user_id,order_number,product_id
1,11,0
1,11,1
1,11,18
1,11,13
1,11,5
1,11,15
1,11,3
1,11,8
1,11,17
1,11,6
1,11,14
2,15,115
2,15,116
2,15,22
2,15,117
2,15,118
2,15,46
2,15,28
2,15,110
2,15,80
2,15,119
2,15,82
2,15,111
2,15,120
2,15,44
2,15,75
2,15,121
2,15,122
2,15,12
2,15,123
2,15,124
2,15,85
2,15,125
2,15,23
2,15,126
2,15,127
2,15,128
2,15,129
2,15,130
2,15,131
3,12,139
3,12,157
3,12,134
3,12,135
3,12,27
3,12,138
4,5,171
4,5,172
4,5,173
5,5,190
5,5,176
5,5,195
5,5,196
5,5,188
5,5,107
5,5,197
5,5,183
5,5,198
6,3,207
6,3,208
6,3,209
7,21,231
7,21,260
7,21,238
7,21,22
7,21,220
7,21,216
7,21,222
7,21,264
7,21,227
8,4,295
8,4,289
8,4,296
8,4,291
8,4,179
8,4,297
8,4,298
8,4,299
8,4,300
8,4,135
8,4,301
8,4,302
8,4,303
8,4,27
8,4,209
8,4,275
8,4,304
9,4,327
9,4,333
9,4,334
9,4,60
9,4,330
9,4,336
9,4,335
9,4,337
9,4,328
9,4,340
9,4,317
9,4,341
9,4,342
9,4,236
9,4,65
9,4,345
9,4,181
9,4,329
9,4,347
9,4,348
9,4,68
9,4,69
10,6,409
10,6,410
10,6,411
11,7,265
11,7,453
11,7,433
11,7,454
11,7,455
11,7,294
11,7,418
11,7,456
11,7,430
11,7,7
11,7,457
11,7,458
11,7,459
11,7,460
12,5,257
12,5,265
12,5,489
12,5,156
12,5,360
12,5,146
12,5,490
12,5,29
12,5,464
12,5,491
12,5,390
12,5,198
12,5,492
12,5,493
12,5,494
12,5,495
12,5,143
12,5,466
12,5,496
12,5,470
12,5,7
13,13,503
13,13,497
13,13,500
13,13,504
14,14,600
14,14,521
14,14,549
14,14,613
14,14,542
14,14,575
14,14,604
15,22,614
15,22,0
16,6,646
16,6,174
16,6,188
16,6,647
16,6,141
16,6,648
16,6,46
16,6,520
16,6,639
16,6,649
17,41,714
17,41,654
17,41,706
17,41,715
17,41,248
17,41,34
18,7,177
18,7,734
18,7,85
18,7,735
18,7,716
18,7,141
18,7,736
18,7,737
18,7,721
18,7,722
19,9,768
19,9,810
19,9,811
19,9,812
19,9,813
19,9,120
19,9,814
19,9,815
19,9,816
19,9,817
19,9,818
19,9,819
19,9,820
19,9,821
19,9,754
19,9,753
19,9,822
19,9,597
19,9,807
20,4,825
20,4,826
20,4,120
20,4,824
20,4,823
20,4,828
20,4,827
21,34,890
21,34,897
21,34,889
21,34,892
21,34,870
21,34,439
22,15,265
22,15,75
22,15,18
23,5,938
23,5,923
23,5,934
23,5,928
23,5,939
23,5,940
23,5,874
23,5,941
23,5,936
23,5,859
24,19,942
25,3,964
25,3,965
25,3,966
25,3,962
25,3,967
25,3,968
26,12,553
26,12,985
26,12,284
26,12,986
