user_id,order_number,product_id
1,11,46
1,11,34
2,18,80
2,18,118
2,18,119
2,18,120
2,18,66
2,18,121
2,18,122
2,18,123
3,3,129
4,11,141
4,11,182
4,11,144
4,11,200
4,11,155
4,11,201
4,11,77
4,11,58
4,11,193
4,11,152
4,11,14
4,11,170
4,11,202
5,7,257
5,7,258
5,7,259
5,7,154
5,7,260
6,6,283
6,6,284
7,9,329
7,9,333
7,9,105
7,9,334
7,9,67
7,9,335
7,9,294
7,9,250
8,9,40
8,9,364
8,9,365
8,9,350
8,9,147
8,9,8
8,9,366
8,9,10
8,9,106
8,9,367
8,9,186
8,9,256
9,9,389
9,9,42
9,9,386
9,9,373
9,9,234
9,9,284
9,9,428
9,9,14
9,9,429
10,10,398
10,10,67
10,10,443
10,10,458
10,10,457
10,10,459
11,3,465
11,3,470
11,3,471
11,3,472
11,3,461
11,3,105
11,3,466
12,12,522
12,12,491
12,12,523
12,12,500
12,12,524
12,12,483
12,12,525
12,12,28
12,12,477
12,12,58
12,12,437
12,12,526
12,12,127
12,12,484
13,5,528
13,5,31
13,5,535
13,5,536
13,5,537
14,5,546
15,8,26
15,8,552
15,8,553
15,8,554
16,19,558
16,19,618
16,19,574
16,19,234
16,19,619
16,19,620
16,19,601
16,19,621
16,19,42
16,19,567
16,19,112
16,19,622
16,19,113
16,19,139
16,19,58
16,19,623
16,19,577
16,19,603
16,19,624
16,19,595
17,6,355
17,6,661
17,6,662
17,6,453
17,6,217
17,6,663
17,6,664
17,6,651
17,6,605
17,6,636
17,6,640
17,6,123
17,6,638
17,6,617
17,6,654
17,6,291
17,6,14
17,6,643
17,6,506
17,6,102
17,6,646
17,6,647
18,11,733
19,17,40
19,17,777
19,17,227
19,17,166
19,17,497
19,17,381
19,17,476
19,17,42
19,17,778
19,17,736
19,17,779
19,17,780
19,17,8
19,17,781
20,12,31
21,12,14
21,12,831
21,12,85
21,12,832
21,12,661
21,12,823
21,12,484
22,4,839
22,4,526
22,4,840
23,13,878
23,13,870
23,13,119
23,13,861
23,13,793
23,13,7
23,13,58
23,13,879
23,13,880
23,13,881
23,13,250
24,31,62
24,31,506
24,31,471
24,31,691
24,31,918
24,31,600
24,31,902
24,31,14
25,3,874
25,3,928
25,3,929
25,3,930
25,3,445
25,3,202
25,3,491
25,3,931
25,3,932
25,3,424
25,3,933
25,3,934
25,3,935
25,3,936
25,3,14
25,3,937
25,3,684
25,3,924
25,3,914
25,3,166
25,3,938
25,3,939
26,5,941
26,5,942
26,5,304
26,5,948
26,5,949
26,5,950
27,13,14
27,13,527
27,13,355
27,13,19
27,13,102
27,13,72
27,13,307
27,13,969
27,13,290
27,13,255
27,13,636
27,13,595
28,7,867
28,7,355
